"carat","cut","color","clarity","depth","table","price","x","y","z"
1.01,"Ideal","E","I1",62,57,3388,6.37,6.41,3.96
0.44,"Ideal","D","VVS1",60.6,56,2290,4.95,4.99,3.01
1.11,"Premium","F","VS2",61.9,58,7371,6.7,6.64,4.13
0.36,"Ideal","D","VS2",61.1,57,928,4.6,4.63,2.82
1.02,"Very Good","F","SI1",60.2,58,6195,6.49,6.54,3.92
0.43,"Very Good","F","SI2",58.3,62,633,4.91,4.97,2.88
1.2,"Very Good","J","SI1",61.8,57.7,5083,6.78,6.91,4.23
1.21,"Ideal","H","SI1",62.1,59,6573,6.81,6.75,4.21
0.51,"Ideal","D","VVS2",61.3,57,2718,5.14,5.17,3.16
0.31,"Premium","D","IF",60.2,59,1248,4.42,4.39,2.65
1.2,"Ideal","J","VS2",62.2,54,4106,6.84,6.8,4.24
1.07,"Ideal","G","VS1",62.1,57,7858,6.48,6.57,4.05
1.04,"Ideal","G","VS2",62.8,56,6542,6.48,6.42,4.05
1.71,"Ideal","J","VS1",62.4,56,10309,7.59,7.63,4.75
0.31,"Premium","I","VVS2",59.4,59,698,4.44,4.41,2.63
1.13,"Very Good","E","SI2",59.4,62,3967,6.78,6.83,4.04
1.02,"Very Good","F","SI2",58.7,63,3875,6.49,6.46,3.8
0.71,"Premium","F","VS1",58.6,62,3082,5.88,5.82,3.43
0.4,"Premium","F","VS1",61.4,58,982,4.73,4.75,2.91
0.32,"Premium","G","VS1",62.1,55,828,4.44,4.41,2.75
1.08,"Premium","E","VS2",59.4,59,7548,6.71,6.68,3.98
1.06,"Ideal","G","SI1",60.5,57,5393,6.64,6.59,4
1.54,"Ideal","G","VVS1",60.8,57,16316,7.49,7.45,4.54
0.52,"Very Good","F","VVS1",61.7,56,2205,5.17,5.22,3.2
0.31,"Premium","I","VVS2",61.6,59,698,4.33,4.31,2.66
1.5,"Fair","H","SI2",66,64,5000,7.1,6.97,4.64
0.4,"Premium","G","SI1",59.6,61,840,4.76,4.74,2.83
0.36,"Very Good","E","VS2",59.8,62,789,4.56,4.61,2.74
0.5,"Very Good","G","VVS1",60.9,57,1843,5.1,5.15,3.12
0.38,"Ideal","H","VVS2",62.3,53.3,832,4.65,4.69,2.91
1.14,"Premium","D","SI2",60.3,58,4972,6.79,6.71,4.07
0.91,"Very Good","G","VS2",62.3,59,5484,6.13,6.17,3.83
0.26,"Ideal","E","VVS2",62.9,58,554,4.02,4.06,2.54
0.74,"Premium","J","SI1",61.6,59,1931,5.82,5.77,3.57
0.71,"Very Good","E","SI2",63.1,56,2368,5.67,5.71,3.58
2.02,"Ideal","J","SI2",62.2,57,12736,8.11,8.18,5.07
0.71,"Ideal","E","VS2",62.2,56,3103,5.7,5.75,3.56
0.71,"Premium","H","SI1",62.4,62,2207,5.67,5.64,3.53
0.5,"Very Good","E","VS2",61.8,57,1547,5.05,5.11,3.14
0.34,"Premium","G","SI2",62.8,58,574,4.46,4.43,2.79
0.82,"Premium","J","SI1",61.2,58,2168,5.99,6.04,3.68
0.68,"Very Good","E","SI2",63.1,54.5,1821,5.61,5.64,3.55
0.36,"Ideal","D","SI1",61.6,56,663,4.54,4.58,2.81
0.5,"Premium","H","IF",61.4,61,1971,5.14,5.03,3.12
1.13,"Premium","H","VS1",58.9,58,6005,6.81,6.78,4
1,"Ideal","G","SI2",62.8,57,4284,6.37,6.31,3.98
0.43,"Very Good","E","SI1",63.1,56,948,4.83,4.8,3.04
0.3,"Very Good","F","SI1",62.8,56,500,4.24,4.26,2.67
1.19,"Premium","H","SI2",61.9,58,4332,6.84,6.77,4.21
1.57,"Premium","F","SI1",58.3,58,13288,7.72,7.68,4.49
0.32,"Ideal","D","VS1",61.1,56,707,4.44,4.47,2.72
0.9,"Fair","G","SI2",65.4,57,2376,6.01,5.97,3.98
0.72,"Premium","E","SI2",62.6,59,2376,5.74,5.7,3.58
0.3,"Premium","E","VS2",59.1,58,658,4.37,4.39,2.59
1.51,"Very Good","E","VS1",63.2,58,14904,7.24,7.16,4.55
0.31,"Premium","F","VS2",59.3,60,625,4.39,4.41,2.61
0.51,"Good","E","VVS2",60.7,57.7,2523,5.17,5.19,3.14
0.4,"Good","H","SI2",63.8,57,720,4.7,4.67,2.99
0.42,"Very Good","G","VVS2",58.5,63,1181,4.9,4.88,2.86
1.01,"Premium","G","SI1",62.6,60,4338,6.39,6.35,3.99
1.58,"Ideal","G","VS1",61.3,57,14624,7.48,7.54,4.6
0.3,"Ideal","E","VS2",62,57,603,4.26,4.29,2.65
1.52,"Fair","F","SI2",56.3,64,8938,7.68,7.62,4.31
1,"Fair","F","SI2",65.5,56,3146,6.3,6.19,4.09
0.7,"Good","H","VS2",63.9,59,2351,5.64,5.6,3.59
1.5,"Good","E","SI1",64.1,56,8820,7.21,7.14,4.6
0.7,"Good","G","VS1",63.5,61,2577,5.6,5.64,3.57
0.3,"Ideal","F","VS1",62.3,54,615,4.31,4.33,2.69
0.52,"Ideal","E","VS1",60,56,1883,5.25,5.29,3.16
0.39,"Very Good","J","VS1",61,62,616,4.66,4.71,2.86
0.24,"Very Good","F","VS1",63,59,419,3.93,3.97,2.49
0.28,"Very Good","D","VVS1",60.6,58,642,4.23,4.25,2.57
0.53,"Ideal","D","VS2",61.5,56,1857,5.17,5.23,3.2
0.74,"Very Good","G","SI2",62.8,59,2262,5.71,5.76,3.6
1.12,"Ideal","D","VS2",62,55,8279,6.63,6.66,4.12
1.28,"Ideal","H","I1",61.9,56,3355,6.95,6.91,4.29
0.7,"Fair","G","SI1",63.1,57,2150,5.64,5.58,3.54
0.8,"Very Good","G","SI1",62.9,56,3070,5.88,5.95,3.72
0.5,"Fair","E","VS2",79,73,2579,5.21,5.18,4.09
0.9,"Very Good","J","VS1",60.4,58,3358,6.22,6.27,3.77
0.74,"Fair","H","VS1",66.3,63,2193,5.63,5.5,3.69
0.83,"Very Good","D","SI2",63.1,57,2918,5.95,5.9,3.74
0.71,"Ideal","G","VS2",61.3,56,2803,5.75,5.71,3.51
0.39,"Premium","F","VVS1",62.7,57,1290,4.68,4.64,2.92
0.73,"Ideal","I","VS1",60.7,56,2397,5.85,5.81,3.54
1.5,"Ideal","E","SI1",62.6,56,10777,7.27,7.3,4.56
0.33,"Ideal","H","VVS2",60.9,57,666,4.48,4.52,2.74
1.1,"Very Good","I","SI2",62.8,57,4083,6.56,6.63,4.14
0.91,"Premium","J","SI1",62.8,59,2905,6.19,6.14,3.87
0.53,"Ideal","F","SI2",61.7,56,1142,5.23,5.24,3.23
1.59,"Ideal","I","SI1",60.2,57,9813,7.56,7.72,4.6
0.54,"Premium","G","VVS2",60.5,55,2090,5.28,5.24,3.18
0.3,"Ideal","E","VS2",62.3,56,658,4.28,4.32,2.68
0.9,"Ideal","G","VVS2",61.9,56,5242,6.22,6.15,3.83
0.52,"Ideal","I","VS2",62.3,54,1152,5.17,5.2,3.23
1.08,"Very Good","E","SI1",63.1,59,5189,6.53,6.49,4.11
2.04,"Very Good","I","SI2",60.9,57,14527,8.14,8.19,4.97
0.5,"Very Good","F","VS1",59.9,61,1550,5.13,5.16,3.08
0.9,"Premium","G","SI1",62.7,59,3841,6.1,6.14,3.84
0.51,"Ideal","F","VVS2",60.3,56,2138,5.2,5.23,3.15
1.51,"Premium","J","VS2",62.8,59,7553,7.2,7.17,4.51
0.9,"Premium","G","SI1",62.6,62,3669,6.08,6.06,3.8
1.55,"Premium","D","VS1",59.7,60,17773,7.62,7.56,4.53
0.7,"Ideal","F","VS2",61.6,57,2657,5.76,5.71,3.53
0.41,"Good","E","SI2",63.5,55,638,4.69,4.73,2.99
0.7,"Premium","I","SI2",62.1,60,1724,5.65,5.62,3.5
1.53,"Ideal","G","SI2",62.3,56,9468,7.39,7.34,4.59
1.07,"Ideal","I","SI1",62,55,4958,6.56,6.6,4.08
0.4,"Ideal","F","VVS1",62.3,54,1168,4.75,4.78,2.97
0.31,"Good","D","SI1",63.5,56,571,4.29,4.31,2.73
0.6,"Premium","D","VS2",59.6,59,2214,5.53,5.47,3.28
0.3,"Very Good","F","SI1",63.5,57,641,4.27,4.24,2.7
0.3,"Ideal","E","VS2",62.1,53.6,652,4.3,4.35,2.69
1.62,"Premium","I","VS1",61.7,59,10362,7.55,7.47,4.63
0.55,"Ideal","G","VS1",61.3,57,1667,5.25,5.28,3.23
1.51,"Ideal","J","VS1",61.9,56,8524,7.41,7.35,4.57
0.28,"Ideal","I","VS1",62,56,503,4.2,4.24,2.62
0.41,"Premium","D","SI1",62.1,59,791,4.74,4.76,2.95
0.5,"Ideal","D","VS1",62.4,53.7,2033,5.08,5.12,3.18
0.33,"Ideal","H","VVS2",62.2,54,854,4.46,4.44,2.77
0.51,"Premium","E","SI1",61.3,59,1624,5.15,5.13,3.15
0.4,"Very Good","J","SI1",58.9,59,603,4.84,4.87,2.86
0.31,"Ideal","D","VS2",62.1,54,734,4.34,4.36,2.7
0.42,"Ideal","G","VS1",61.3,57,984,4.81,4.78,2.94
0.33,"Ideal","H","VS1",60.2,57,579,4.5,4.54,2.72
0.55,"Ideal","D","VS2",61,56,1768,5.31,5.28,3.23
0.4,"Premium","G","VVS2",62,58,1050,4.74,4.68,2.92
1.04,"Ideal","I","VS2",61.8,55,5242,6.5,6.54,4.03
1.01,"Very Good","D","I1",63.4,61,2291,6.38,6.3,4.02
2.71,"Premium","E","SI2",60.4,59,17146,9.13,9.03,5.48
0.72,"Very Good","H","SI2",63.5,55,1799,5.66,5.62,3.58
0.5,"Ideal","J","VS2",61.6,57,1099,5.08,5.12,3.14
1.23,"Premium","I","SI2",62.1,59,4773,6.83,6.79,4.23
1.11,"Very Good","E","SI2",62.3,58,4307,6.64,6.68,4.15
0.53,"Ideal","H","VS2",62.5,56,1314,5.15,5.19,3.23
1,"Good","H","SI1",63.4,56,4389,6.34,6.37,4.03
0.31,"Very Good","H","VVS1",63,58,707,4.33,4.37,2.74
0.29,"Very Good","H","VS1",62.2,56,444,4.24,4.27,2.64
1.5,"Ideal","F","SI1",62.7,56,9347,7.25,7.35,4.58
1,"Good","I","VS1",63.8,56,4202,6.35,6.32,4.04
0.34,"Ideal","E","VS2",62.1,54,956,4.52,4.5,2.8
0.62,"Premium","F","SI1",61.3,60,1633,5.48,5.45,3.35
0.38,"Ideal","F","VS2",62,56,1026,4.66,4.63,2.88
0.7,"Ideal","H","VS1",61,56,2492,5.74,5.76,3.51
0.7,"Premium","G","SI1",63,56,2386,5.68,5.65,3.57
0.9,"Very Good","H","VS1",62.2,57,4324,6.1,6.15,3.81
0.71,"Ideal","J","VS1",62.3,55,2085,5.7,5.73,3.56
1.1,"Premium","H","SI2",62.2,58,4537,6.6,6.69,4.13
0.42,"Very Good","F","SI2",61.5,59,710,4.81,4.85,2.97
0.54,"Premium","G","VS2",62.7,58,1422,5.21,5.25,3.28
0.92,"Very Good","F","SI2",60.6,63,3534,6.34,6.25,3.81
0.71,"Good","D","VS2",63.6,54,4289,5.7,5.75,3.64
2.4,"Good","I","SI1",56.9,62,18541,8.87,8.81,5.03
0.3,"Premium","H","VS1",62.4,60,630,4.29,4.23,2.66
0.32,"Ideal","H","VVS2",61.9,53,619,4.42,4.44,2.74
0.41,"Ideal","G","VVS2",62.2,56,1007,4.75,4.8,2.97
0.38,"Premium","J","SI1",61.3,59,658,4.68,4.62,2.85
1,"Fair","H","SI2",65.2,54,2912,6.3,6.22,4.08
0.74,"Ideal","H","SI1",62.1,56,2375,5.86,5.84,3.63
0.71,"Ideal","F","VS2",62.3,57,2930,5.69,5.74,3.56
0.38,"Ideal","E","VS1",61.9,56,1000,4.63,4.67,2.88
0.53,"Ideal","E","VS2",61.3,55,1813,5.24,5.2,3.2
0.31,"Premium","G","VS1",62.8,58,802,4.3,4.27,2.69
0.71,"Ideal","G","VS2",61.8,56,3299,5.73,5.76,3.55
0.3,"Ideal","F","VS2",62.6,54,567,4.3,4.33,2.7
0.74,"Ideal","I","VS1",60.7,56,2631,5.86,5.9,3.57
0.9,"Good","H","SI1",64.2,59,3290,6.05,6.01,3.87
1,"Good","F","VS2",63.1,57,6223,6.32,6.36,4
0.26,"Premium","E","VVS2",60.8,61,724,4.13,4.12,2.51
0.9,"Good","H","SI1",58.9,61,3734,6.27,6.36,3.72
0.32,"Good","D","SI1",63.7,55,589,4.35,4.38,2.78
1.04,"Good","G","VS1",63.8,57,7049,6.4,6.43,4.09
0.9,"Premium","E","SI1",62.7,62,4092,6.22,6.1,3.85
0.38,"Premium","D","SI1",59.1,58,635,4.74,4.77,2.81
1.01,"Premium","H","VS2",61.2,59,4959,6.45,6.47,3.95
1.28,"Ideal","G","VVS1",62.1,56,11147,6.93,6.96,4.31
0.51,"Very Good","H","VS2",60.8,58,1414,5.12,5.17,3.13
0.88,"Good","I","SI1",60.2,64,2581,6.22,6.18,3.73
0.53,"Premium","G","VS2",59.9,60,1435,5.28,5.24,3.15
0.27,"Ideal","G","VS1",62.3,56,490,4.14,4.16,2.58
0.7,"Good","F","SI1",61.6,65,2401,5.71,5.66,3.5
1.51,"Good","J","SI1",62.4,64,7162,7.31,7.23,4.54
1.24,"Ideal","G","SI1",62.7,56,4916,6.89,6.85,4.31
0.5,"Premium","F","SI1",62.5,59,1409,5.03,4.99,3.13
0.32,"Ideal","G","VVS1",61.4,55,842,4.42,4.44,2.72
1.04,"Very Good","F","VS2",59.6,62,6166,6.56,6.62,3.93
1.02,"Very Good","F","SI2",61.1,62,3984,6.49,6.54,3.98
0.37,"Premium","F","SI2",60.2,60,624,4.7,4.6,2.8
1.5,"Very Good","D","VS2",63.6,55,14368,7.17,7.24,4.58
0.52,"Ideal","E","VS2",61.3,55,1712,5.18,5.2,3.18
1.31,"Ideal","F","SI1",61.6,55,9331,7.04,7.09,4.35
2.38,"Premium","H","VS1",60.9,59,18522,8.62,8.59,5.24
1.02,"Ideal","H","VVS2",62,56,6613,6.42,6.45,3.99
0.9,"Ideal","H","SI2",62,57,3516,6.19,6.17,3.83
0.33,"Ideal","G","IF",62.1,56,984,4.41,4.44,2.75
0.32,"Very Good","I","VS2",62.8,58,449,4.33,4.37,2.73
1,"Premium","E","VS1",61.4,59,7885,6.44,6.42,3.95
0.56,"Ideal","H","VVS2",60.9,57,1814,5.38,5.33,3.26
0.56,"Ideal","D","VS2",62.2,56,1929,5.28,5.26,3.28
1.02,"Premium","H","VS1",58.5,57,5569,6.65,6.61,3.88
0.57,"Premium","I","SI2",62.1,57,1097,5.33,5.29,3.3
1.2,"Ideal","H","VS2",62.6,56,6586,6.76,6.73,4.22
0.31,"Ideal","D","VS2",62.6,56,942,4.36,4.33,2.72
0.49,"Fair","E","VVS2",65.5,58,1705,4.91,4.86,3.2
0.56,"Very Good","H","SI1",63.2,57,1286,5.27,5.23,3.32
1.52,"Ideal","I","VS1",61.4,57,9483,7.42,7.38,4.54
0.32,"Good","F","SI1",61.6,60.1,528,4.38,4.4,2.71
1.5,"Premium","F","VS2",61.1,59,11255,7.37,7.35,4.5
0.4,"Ideal","G","VS1",61.8,57,868,4.73,4.75,2.93
0.32,"Premium","H","VS2",60.7,58,505,4.43,4.46,2.7
1.06,"Ideal","G","VS2",62.3,56,7255,6.49,6.54,4.06
1.04,"Very Good","J","VS2",59.5,59,4451,6.59,6.66,3.94
0.77,"Ideal","E","SI1",62.5,56,3000,5.87,5.91,3.68
0.38,"Good","G","VS2",58.8,62,771,4.68,4.71,2.76
0.51,"Good","F","VVS2",62.4,63,2195,5.05,5.08,3.16
0.41,"Ideal","E","SI1",62.7,57,755,4.74,4.77,2.98
0.38,"Premium","D","VVS2",61.9,56,1257,4.65,4.63,2.87
0.5,"Ideal","H","VVS2",61.6,57,1842,5.08,5.14,3.15
1.54,"Ideal","J","VVS2",62.8,58,9171,7.32,7.37,4.61
0.9,"Good","G","SI1",65,57,3615,5.96,6.01,3.89
0.7,"Ideal","F","VS1",61.6,54,2839,5.75,5.72,3.53
1.05,"Premium","G","SI2",62.6,62,4598,6.49,6.45,4.05
0.26,"Ideal","H","VS1",61.8,56,448,4.12,4.14,2.55
1.09,"Ideal","G","VS2",62.8,57,7292,6.54,6.58,4.12
1.03,"Ideal","H","SI1",62,56,5093,6.44,6.49,4.01
2.1,"Fair","F","SI2",64.7,61,15827,7.97,7.92,5.14
0.31,"Very Good","E","VVS2",64.2,55,721,4.24,4.3,2.74
0.34,"Very Good","D","VS2",60,59,730,4.5,4.56,2.72
1.17,"Premium","G","SI1",62.6,55,7731,6.75,6.7,4.21
0.72,"Ideal","F","SI2",61.9,57,2058,5.74,5.79,3.57
1.01,"Good","G","SI1",63.9,57,4672,6.37,6.3,4.05
0.92,"Ideal","I","SI1",61.8,57,3323,6.27,6.25,3.87
0.91,"Ideal","G","VS2",62.3,57,4257,6.18,6.24,3.87
0.7,"Premium","E","SI2",60.6,59,2307,5.76,5.73,3.48
0.35,"Ideal","D","VS2",61.8,56,1063,4.55,4.51,2.8
0.46,"Ideal","G","SI1",61.4,56,990,4.97,4.99,3.06
0.5,"Good","D","SI1",57.2,60,1235,5.25,5.2,2.99
0.31,"Ideal","F","VVS1",60.7,57,1140,4.41,4.39,2.67
2.02,"Premium","I","VS2",59,59,17893,8.34,8.27,4.9
0.31,"Very Good","H","VS2",63,57,489,4.32,4.34,2.73
0.74,"Ideal","F","VS1",62,54.8,3340,5.81,5.83,3.61
0.52,"Very Good","G","VS1",60.2,57,1618,5.22,5.26,3.15
0.51,"Very Good","E","VS1",62.8,57.1,1970,5.07,5.1,3.2
0.3,"Ideal","J","SI1",62.3,57,367,4.27,4.3,2.67
0.31,"Ideal","D","VVS2",62.4,56,766,4.34,4.38,2.72
1.24,"Premium","E","SI2",60.8,57,4278,6.98,6.94,4.23
1.3,"Fair","H","I1",64.4,57,2512,6.93,6.86,4.44
0.59,"Ideal","D","IF",60.9,57,4208,5.4,5.43,3.3
0.3,"Premium","D","VS2",62.8,59,911,4.28,4.26,2.68
1.04,"Ideal","G","VS2",61.4,57,6290,6.53,6.5,4
1.08,"Good","F","SI2",58,61,4391,6.72,6.77,3.91
0.94,"Very Good","F","SI2",62.4,58,3518,6.17,6.23,3.87
0.87,"Premium","F","SI2",61.6,58,2999,6.14,6.1,3.77
1.16,"Very Good","D","SI1",61.8,58,5695,6.72,6.78,4.17
0.56,"Good","F","VS1",63.2,61,1712,5.2,5.28,3.3
0.7,"Premium","F","VS2",60.9,61,2838,5.71,5.66,3.46
0.56,"Premium","E","SI2",62.6,59,1206,5.2,5.24,3.27
1.76,"Premium","I","SI2",62,58,10043,7.76,7.72,4.8
1.28,"Premium","I","SI1",59.4,61,3942,7.11,7.04,4.2
1.01,"Very Good","E","SI2",63.4,59,4299,6.32,6.26,3.99
0.32,"Premium","E","SI1",61.9,59,720,4.39,4.36,2.71
1.61,"Very Good","E","SI2",60.4,58,10580,7.59,7.64,4.6
0.73,"Ideal","G","VVS2",61.3,57,2869,5.84,5.81,3.57
1.07,"Premium","F","SI2",62.4,57,4573,6.58,6.53,4.09
0.32,"Premium","D","SI2",62.5,58,530,4.38,4.33,2.72
0.82,"Premium","H","VS1",62.3,60,2985,5.97,5.94,3.71
0.5,"Very Good","H","VS2",63.9,57,1387,5.04,5.07,3.23
0.51,"Ideal","E","SI1",62,55,1343,5.12,5.14,3.18
0.33,"Premium","E","SI1",60.9,58,579,4.46,4.5,2.73
0.55,"Ideal","E","VS1",62,56,2001,5.24,5.27,3.26
1.01,"Very Good","G","VVS2",63.3,57,6975,6.29,6.36,4.01
2,"Fair","H","I1",66.8,57,8064,7.81,7.72,5.19
0.32,"Premium","H","VS2",62.7,54,648,4.41,4.39,2.76
2,"Fair","H","SI1",65.1,59,13442,7.83,7.77,5.08
0.53,"Ideal","E","VS2",62.4,56,1813,5.2,5.16,3.23
0.9,"Good","G","VS2",63.2,58,3976,6.09,6.16,3.87
1.54,"Ideal","H","SI2",60.9,56,9624,7.45,7.43,4.53
0.54,"Ideal","G","VS1",61.4,57,1684,5.23,5.2,3.2
0.51,"Premium","D","SI1",62.3,57,1687,5.13,5.08,3.18
0.53,"Ideal","G","VVS1",61.8,56,1956,5.19,5.24,3.22
1.24,"Ideal","H","SI1",61.3,57,6254,6.95,6.89,4.24
0.41,"Ideal","D","VS1",62.3,56,1018,4.71,4.79,2.96
0.9,"Fair","H","SI1",65.4,56,3387,6.11,6.04,3.97
0.9,"Premium","H","VS2",60,59,3629,6.23,6.16,3.72
1.01,"Very Good","E","SI1",63.1,55,4853,6.41,6.34,4.02
0.71,"Premium","F","VS2",62.8,57,2801,5.69,5.64,3.56
1.22,"Ideal","I","SI1",61.7,55.2,6062,6.84,6.9,4.24
1.07,"Good","D","SI2",61,62,4710,6.6,6.68,4.05
1,"Very Good","E","VVS2",59.1,58,9815,6.5,6.57,3.86
1.25,"Ideal","G","VVS2",61.5,55,10636,6.92,6.94,4.26
0.57,"Very Good","F","VS2",59.5,57,1754,5.39,5.43,3.22
0.21,"Premium","D","VS2",60.6,60,386,3.85,3.81,2.32
0.33,"Ideal","G","VS2",61.2,55,579,4.46,4.49,2.74
2.01,"Very Good","H","SI2",63,59,15773,7.9,7.93,4.99
0.42,"Very Good","E","VS1",62.1,55,1105,4.81,4.85,3
1.13,"Premium","E","SI1",60.8,58,5179,6.77,6.71,4.1
1.53,"Ideal","D","VS2",62.7,54,17223,7.35,7.39,4.62
0.3,"Very Good","G","VVS1",60.7,57,691,4.35,4.37,2.65
0.51,"Very Good","H","VVS2",62.2,61,1577,5.06,5.1,3.16
1.23,"Good","G","SI1",63.1,56,6545,6.78,6.81,4.29
0.52,"Ideal","E","VS2",62.4,57,1621,5.12,5.14,3.2
0.38,"Premium","E","SI1",61.2,59,898,4.67,4.64,2.85
1.5,"Premium","E","VS2",62.3,60,14179,7.27,7.2,4.51
1.01,"Good","I","SI2",61.8,62,3399,6.28,6.35,3.9
0.55,"Premium","F","VS2",62.5,58,2376,5.25,5.22,3.27
0.3,"Very Good","D","SI1",62.6,59,476,4.24,4.26,2.66
0.23,"Ideal","F","VVS2",62,56,530,3.92,3.98,2.45
0.3,"Premium","G","VS1",60,60,776,4.33,4.3,2.59
0.61,"Ideal","F","VS2",62.4,55,2108,5.45,5.42,3.39
0.73,"Ideal","E","SI2",61,57,2434,5.81,5.87,3.56
1.01,"Ideal","E","SI2",61.5,55,5437,6.44,6.51,3.98
0.33,"Very Good","F","VVS1",62,56,859,4.41,4.44,2.74
0.56,"Very Good","E","VS2",62.1,57,1819,5.27,5.3,3.28
1.11,"Premium","G","VS2",61,59,5346,6.7,6.67,4.08
1.04,"Ideal","G","SI2",61.7,56,4455,6.57,6.52,4.04
0.91,"Ideal","E","SI2",62.2,57,3800,6.2,6.24,3.87
0.31,"Ideal","J","VS1",62.1,55,424,4.35,4.38,2.71
1.05,"Premium","F","VS2",62.3,59,7244,6.5,6.46,4.04
2.02,"Premium","H","SI1",62.1,61,16985,8.06,7.99,4.98
1.01,"Fair","G","SI1",66.9,56,4102,6.15,6.22,4.14
0.43,"Very Good","I","IF",61,56,998,4.9,4.93,3
0.72,"Ideal","F","SI2",61.2,54,2422,5.81,5.86,3.57
1.08,"Ideal","G","VS2",62.5,57,6561,6.56,6.6,4.11
0.63,"Premium","E","VVS1",60.9,60,2765,5.52,5.55,3.37
1.01,"Fair","D","SI1",66.9,54,4751,6.25,6.21,4.17
1.15,"Premium","F","SI2",61.1,57,5120,6.82,6.77,4.15
0.33,"Ideal","E","VS2",61.1,56,723,4.45,4.48,2.73
0.28,"Very Good","F","VS1",60.8,58,487,4.24,4.28,2.59
0.34,"Very Good","G","VS2",62.9,55,596,4.45,4.52,2.82
1.52,"Premium","G","VS2",62.7,58,13287,7.38,7.29,4.6
0.72,"Premium","F","SI2",59.3,57,2364,5.89,5.85,3.48
0.32,"Very Good","F","VVS2",62,55,717,4.38,4.42,2.73
0.41,"Good","E","VS1",62.8,58,827,4.67,4.7,2.94
0.29,"Good","E","VVS2",62.7,62,617,4.19,4.23,2.64
0.26,"Ideal","D","VVS2",61.4,55,777,4.1,4.17,2.54
0.9,"Good","I","SI2",64,55,2503,6.11,6.05,3.89
0.23,"Ideal","F","VVS1",62.4,55,505,3.94,3.95,2.46
1.26,"Premium","H","SI1",61.3,57,7056,7.01,6.93,4.27
0.25,"Ideal","H","IF",61.4,57,525,4.05,4.08,2.49
1,"Premium","D","SI1",61.3,61,5880,6.52,6.39,3.96
0.71,"Very Good","I","SI1",62.6,59,2218,5.67,5.7,3.56
0.32,"Ideal","E","VS2",62.1,56,702,4.4,4.43,2.74
1.01,"Good","E","VS2",63.7,56,6221,6.27,6.29,4
1.13,"Ideal","E","VVS2",61.4,57,11115,6.69,6.74,4.12
0.42,"Ideal","E","VVS2",62.3,55,1273,4.81,4.76,2.98
1.6,"Ideal","F","SI1",61.1,55,13140,7.55,7.58,4.62
0.53,"Ideal","D","SI1",61.7,56,1753,5.23,5.15,3.2
1.01,"Very Good","F","SI1",61.3,59,4969,6.44,6.47,3.96
1.51,"Ideal","G","SI1",61.6,57,11917,7.34,7.31,4.52
0.61,"Premium","I","VS2",58.8,58,1308,5.59,5.53,3.27
1.59,"Ideal","G","VVS1",59.9,56,16599,7.57,7.64,4.55
0.31,"Ideal","D","VVS2",60.9,57,997,4.42,4.38,2.68
0.4,"Ideal","G","IF",61.1,58,1229,4.72,4.74,2.89
0.5,"Ideal","E","VS1",62.5,57,1649,4.99,5.05,3.14
0.43,"Premium","G","VVS1",62.3,59,1264,4.83,4.77,2.99
1.27,"Premium","J","VS2",62.8,58,4011,6.96,6.92,4.36
1.51,"Premium","F","IF",60.5,61,18102,7.5,7.4,4.45
0.42,"Very Good","D","SI1",63,57,756,4.77,4.81,3.02
1.07,"Ideal","E","VS1",60,58,8998,6.66,6.7,4.01
2.01,"Ideal","H","SI1",61.5,55,14837,8.11,8.06,4.97
0.31,"Premium","G","SI1",60.4,58,593,4.42,4.39,2.66
0.3,"Ideal","G","VVS2",62.2,57,655,4.25,4.3,2.66
0.71,"Ideal","F","SI1",60.8,57,2487,5.75,5.8,3.51
1.06,"Ideal","F","SI1",61.2,55,4862,6.62,6.57,4.03
1.67,"Ideal","H","VS2",62.6,56,12945,7.55,7.57,4.73
0.52,"Premium","F","SI2",62.7,57,1073,5.11,5.07,3.19
0.7,"Fair","F","SI2",66.4,56,1564,5.51,5.42,3.63
0.72,"Premium","D","VS1",62.7,56,3601,5.76,5.69,3.59
1,"Premium","G","VS1",60.9,60,6097,6.45,6.42,3.92
0.36,"Premium","D","SI2",60,58,537,4.58,4.62,2.76
1.21,"Ideal","G","VVS1",61.5,56,11572,6.83,6.89,4.22
0.4,"Ideal","J","IF",62.5,56,758,4.7,4.74,2.95
0.36,"Premium","E","VS2",59.3,59,1013,4.68,4.6,2.75
0.31,"Ideal","G","VVS1",61.5,55,789,4.39,4.42,2.71
0.75,"Fair","D","SI2",64.6,57,2848,5.74,5.72,3.7
0.72,"Ideal","H","VVS1",62,55,2958,5.74,5.77,3.57
1.01,"Good","D","VS2",64.5,58,6449,6.27,6.31,4.06
0.6,"Very Good","F","SI1",63.2,57,1599,5.39,5.33,3.39
0.34,"Very Good","G","VVS2",61.7,56,775,4.47,4.51,2.77
1.2,"Premium","H","SI1",58.9,60,6129,7.02,6.94,4.11
0.7,"Premium","H","VS1",62.8,60,2367,5.61,5.56,3.51
0.32,"Ideal","I","VVS2",61.5,56,720,4.42,4.4,2.71
0.8,"Very Good","F","VS2",61.3,55,3954,5.93,6.01,3.66
1.5,"Premium","F","VS2",62.8,58,13680,7.21,7.16,4.51
1.29,"Premium","G","VS2",58.7,58,8842,7.27,7.11,4.22
0.9,"Very Good","G","SI2",59.8,61,3842,6.32,6.28,3.77
1.31,"Premium","G","VS2",61.3,58,9085,7.05,7.01,4.31
